ds,actual,yhat_lower,yhat_upper,yhat,is_anomaly,metric
2019-01-01,2414.0,1411.733145953291,3286.4939108353838,2381.415228339027,False,txn_count
2019-01-02,1118.0,985.8455986702936,2803.6151591982543,1844.04696179314,False,txn_count
2019-01-03,1236.0,982.5706325289526,2854.987911186587,1904.6035368242976,False,txn_count
2019-01-04,1474.0,918.1873155582932,2782.524854447177,1829.5096237624707,False,txn_count
2019-01-05,1409.0,1530.5670463016745,3288.245857197777,2363.128150111753,True,txn_count
2019-01-06,2029.0,2014.7228744243123,3894.125390300309,2861.0344144257774,False,txn_count
2019-01-07,2425.0,1962.7940404556036,3776.075686132085,2852.199922428045,False,txn_count
2019-01-08,2314.0,609.522930341968,2434.395748750308,1492.4839802792162,False,txn_count
2019-01-09,1158.0,124.65827572044408,2006.4469321504,1038.2975653117005,False,txn_count
2019-01-10,1249.0,264.2543370597386,2103.371104518623,1186.2118737997368,False,txn_count
2019-01-11,1439.0,306.50102897012783,2160.5663968815425,1200.9225158421643,False,txn_count
2019-01-12,1456.0,993.0600190939278,2748.088526774138,1825.0874948821847,False,txn_count
2019-01-13,1980.0,1474.974638581291,3291.6181612214395,2412.6364566579928,False,txn_count
2019-01-14,2443.0,1557.007137145053,3370.156650746326,2490.98748787867,False,txn_count
2019-01-15,2360.0,344.19952439854995,2117.2579456746494,1214.568783368428,True,txn_count
2019-01-16,1186.0,-67.39265884356142,1756.9746951469144,838.5090671389835,False,txn_count
2019-01-17,1233.0,142.06851401891652,1972.471031250744,1058.2686276380266,False,txn_count
2019-01-18,1360.0,180.2501879390004,2073.4549771738416,1137.6215050765495,False,txn_count
2019-01-19,1359.0,847.8792335134833,2758.888883448885,1818.5066480514763,False,txn_count
2019-01-20,2011.0,1491.849865663876,3348.5325464085395,2454.345350652979,False,txn_count
2019-01-21,2384.0,1538.783388072386,3540.883919927137,2572.2611386288545,False,txn_count
2019-01-22,2302.0,448.8365235590636,2209.1378359987243,1326.599518689084,True,txn_count
2019-01-23,1137.0,23.473222924646848,1873.380520093585,972.6116295495584,False,txn_count
2019-01-24,1288.0,329.3177212266817,2086.025012735824,1206.0739464236513,False,txn_count
2019-01-25,1281.0,377.4919603413911,2141.9463139516733,1291.2549685640613,False,txn_count
2019-01-26,1391.0,1025.7373470531213,2937.809096430068,1970.7471950876916,False,txn_count
2019-01-27,2029.0,1755.2364358713387,3528.661122171391,2598.76224187127,False,txn_count
2019-01-28,2410.0,1742.8896447527102,3584.932452148616,2703.325934829061,False,txn_count
2019-01-29,2314.0,472.9137800921244,2300.826493762275,1439.7714229989251,True,txn_count
2019-01-30,1109.0,166.95919538202665,1930.6964647241264,1064.3950697903106,False,txn_count
2019-01-31,1227.0,383.4516947405288,2143.1186385017404,1274.0479789218878,False,txn_count
2019-02-01,1477.0,433.50551748491296,2269.9544483300065,1334.074785416399,False,txn_count
2019-02-02,1483.0,1166.8251779611858,2919.3399429118435,1988.1186922924692,False,txn_count
2019-02-03,2020.0,1635.0430562993856,3599.7778874381243,2591.3912390860078,False,txn_count
2019-02-04,2398.0,1741.9282190212498,3545.301057673653,2672.844214143518,False,txn_count
2019-02-05,2349.0,482.15277005484216,2284.004783944879,1388.6422553785098,True,txn_count
2019-02-06,1122.0,44.051234383027655,1892.538920052975,995.8013494305652,False,txn_count
2019-02-07,1287.0,256.4890446457192,2077.7637106129137,1191.7663690050215,False,txn_count
2019-02-08,1435.0,324.8449240882564,2165.152261486939,1242.3395705933226,False,txn_count
2019-02-09,1433.0,975.5335182918736,2898.6899141304807,1891.4791469007412,False,txn_count
2019-02-10,2019.0,1620.2454994201923,3416.660184835738,2494.566364645868,False,txn_count
2019-02-11,2386.0,1665.5300481607242,3447.6901031592606,2580.578640096134,False,txn_count
2019-02-12,2361.0,363.3384453371306,2219.053796025383,1305.5669480353415,True,txn_count
2019-02-13,1181.0,36.31754419626518,1838.5990958276936,926.302505686902,False,txn_count
2019-02-14,1221.0,220.4205023579912,2079.0973492125822,1139.8656020693095,False,txn_count
2019-02-15,1375.0,275.3562583280751,2085.351033837514,1211.58805224763,False,txn_count
2019-02-16,1444.0,1020.620413768447,2726.420795607045,1884.8679498271156,False,txn_count
2019-02-17,2022.0,1626.5032936962753,3449.149085836774,2514.4547525193016,False,txn_count
2019-02-18,2372.0,1663.170387024374,3488.027029545604,2628.641532967577,False,txn_count
2019-02-19,2293.0,485.4078425475773,2295.4468629805147,1382.7622554506804,False,txn_count
2019-02-20,1135.0,124.69558235258894,1891.894586671027,1032.8584840561816,False,txn_count
2019-02-21,1256.0,311.14050799075324,2169.2076429083304,1275.2878703256577,False,txn_count
2019-02-22,1396.0,449.914871732604,2290.8673325656155,1374.6854037594694,False,txn_count
2019-02-23,1435.0,1181.581268101056,3007.2844533973325,2073.7956422770835,False,txn_count
2019-02-24,2059.0,1750.2877466943053,3637.52872032378,2726.773548057918,False,txn_count
2019-02-25,2342.0,2005.461321738876,3789.131329969328,2861.39041393048,False,txn_count
2019-02-26,2318.0,809.9742260920169,2561.569551058175,1632.54245709959,False,txn_count
2019-02-27,1106.0,401.8159236910133,2180.754290731714,1295.9262744835871,False,txn_count
2019-02-28,3141.0,623.5573581779358,2541.637446421315,1547.6533707109456,True,txn_count
2019-03-01,1841.0,702.9807751148472,2583.0655960903614,1652.214681166652,False,txn_count
2019-03-02,2628.0,1373.4828041160329,3198.2614973460823,2352.3133198893684,False,txn_count
2019-03-03,3136.0,2026.87037112484,3874.4857826064526,3002.1632651593245,False,txn_count
2019-03-04,3093.0,2327.6979836102228,4048.555897363221,3129.690618877098,False,txn_count
2019-03-05,1560.0,917.26645526577,2779.619176551249,1890.0352310160824,False,txn_count
2019-03-06,1678.0,557.2032987360288,2447.6045106694487,1539.2171497184372,False,txn_count
2019-03-07,1876.0,924.8600323396788,2690.4180303548096,1773.7404187041243,False,txn_count
2019-03-08,1850.0,933.8586903681502,2798.995872654589,1858.5454887633457,False,txn_count
2019-03-09,2696.0,1645.1498977384078,3450.0033123144294,2536.828841469428,False,txn_count
2019-03-10,3258.0,2348.5076923820684,4060.34518813184,3163.3279188676347,False,txn_count
2019-03-11,3045.0,2425.611076717288,4177.51419453604,3266.5083768235413,False,txn_count
2019-03-12,1429.0,1067.2110203856355,2932.5346075329285,2002.0518360083688,False,txn_count
2019-03-13,1641.0,640.9547961891992,2537.3028089896675,1626.5089321514529,False,txn_count
2019-03-14,1868.0,813.409452864828,2743.475709175484,1836.8905326573213,False,txn_count
2019-03-15,1891.0,993.4653391003455,2756.5932767010268,1898.6086734358755,False,txn_count
2019-03-16,2649.0,1668.7025608589186,3454.7052876507773,2555.2860689724894,False,txn_count
2019-03-17,3117.0,2251.0484204757386,4097.641832647371,3162.032496132158,False,txn_count
2019-03-18,3065.0,2345.8200171806943,4151.358203712123,3247.62522723858,False,txn_count
2019-03-19,1476.0,1069.5917224527989,2924.994645224994,1967.9917822872703,False,txn_count
2019-03-20,1715.0,680.7105022311348,2516.6805574195823,1579.859868232654,False,txn_count
2019-03-21,1829.0,822.3516076843523,2655.345673285406,1780.3473549957343,False,txn_count
2019-03-22,1884.0,926.5513206573044,2778.972911728587,1834.9037982713437,False,txn_count
2019-03-23,2755.0,1630.5947402595132,3374.598996740811,2487.122262570359,False,txn_count
2019-03-24,3164.0,2133.7051654445777,4023.908028639298,3092.0196054691514,False,txn_count
2019-03-25,3039.0,2248.1485945064264,4036.432707245432,3178.222223234901,False,txn_count
2019-03-26,1497.0,989.2450478216527,2858.633224971889,1901.455322999517,False,txn_count
2019-03-27,1674.0,608.2734672288889,2421.574672576157,1518.2003624475665,False,txn_count
2019-03-28,1778.0,761.1912876311628,2643.548329887585,1725.2932648051878,False,txn_count
2019-03-29,1932.0,825.4808650174067,2713.226473090555,1787.8746696610524,False,txn_count
2019-03-30,2693.0,1554.9872217613818,3447.774468763899,2449.2107240125674,False,txn_count
2019-03-31,3182.0,2167.363445841468,3991.766918613044,3063.98233069087,False,txn_count
2019-04-01,3100.0,2255.021430364855,4111.898134203151,3160.4796256526192,False,txn_count
2019-04-02,1429.0,984.6062041766672,2888.6153865343567,1894.0995380372665,False,txn_count
2019-04-03,1649.0,592.3020255538726,2497.0845058881478,1521.0108870907884,False,txn_count
2019-04-04,1937.0,864.0042168491102,2699.921692853463,1737.7594643023908,False,txn_count
2019-04-05,1848.0,905.6468500823954,2723.6993509896256,1809.2242327011045,False,txn_count
2019-04-06,2719.0,1588.1755299556526,3366.4588985818805,2478.443050779564,False,txn_count
2019-04-07,3246.0,2240.191753551256,4047.7352292620753,3099.905775943955,False,txn_count
2019-04-08,3095.0,2294.243449909125,4144.532301741572,3201.7514877055564,False,txn_count
2019-04-09,1465.0,1004.9305201193456,2883.249920664308,1939.2676863291952,False,txn_count
2019-04-10,1685.0,690.408248318085,2453.5398152582165,1568.5559517543302,False,txn_count
2019-04-11,1800.0,876.0211311891176,2692.357928792159,1786.1365686164763,False,txn_count
2019-04-12,1932.0,930.7862634619636,2793.975225946768,1856.9033298276256,False,txn_count
2019-04-13,2694.0,1605.7795997272058,3449.694034399808,2523.947025739315,False,txn_count
2019-04-14,3078.0,2230.261028752438,4034.0993322498994,3141.8455880368547,False,txn_count
2019-04-15,3062.0,2364.8412393123035,4127.258312132707,3238.857750549448,False,txn_count
2019-04-16,1496.0,1025.7606057260457,2902.5765642292868,1970.4182246042355,False,txn_count
2019-04-17,1680.0,700.7250014451289,2498.754412698128,1592.7989810111478,False,txn_count
2019-04-18,1772.0,848.341863802558,2729.947778956305,1802.709296622946,False,txn_count
2019-04-19,1880.0,925.275108326264,2765.837540363464,1865.245887611436,False,txn_count
2019-04-20,2767.0,1641.7253747983364,3491.41367107428,2523.711750634108,False,txn_count
2019-04-21,3206.0,2247.2008925719774,4002.5533311087215,3132.9017804224063,False,txn_count
2019-04-22,3133.0,2254.066172486392,4165.541285799551,3221.2921134193025,False,txn_count
2019-04-23,1449.0,961.4121732884856,2812.473752883287,1944.5312525265651,False,txn_count
2019-04-24,1729.0,655.280978504989,2382.3386308787285,1559.0976422433966,False,txn_count
2019-04-25,1813.0,842.3120774222193,2712.0321810162627,1761.896365421975,False,txn_count
2019-04-26,1894.0,909.7419254178978,2694.382631049992,1818.2063176166596,False,txn_count
